1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
46	-0.054414	31.392908	70.072465	0.002878	71.7
47	-0.053507	32.392908	68.760072	0.003085	69.4
48	-0.049146	31.592908	69.805994	0.002391	68.8
49	-0.054115	32.592908	68.503471	0.001333	67.5
50	-0.053741	33.592908	67.248666	0.001994	72.8
51	-0.055754	33.153016	67.794936	0.002392	67.0
52	-0.054661	34.153016	66.565720	0.002721	65.0
53	-0.056450	35.153016	65.380286	0.002339	72.3
54	-0.055546	36.153016	64.236334	0.001637	70.2
55	-0.051768	37.153016	63.131726	0.002317	71.9
56	-0.051491	38.153016	62.064464	0.003246	68.4
57	-0.053073	39.153016	61.032688	0.000548	68.1
58	-0.053848	39.492093	60.690580	0.001810	72.3
59	-0.056046	38.692093	61.503962	0.001805	68.5
60	-0.056539	39.692093	60.490585	0.002023	67.9
61	-0.053947	40.692093	59.510061	0.002115	67.7
62	-0.053898	39.892093	60.291904	0.002728	70.2
63	-0.057212	40.892093	59.317759	0.001229	70.8
64	-0.056397	41.892093	58.374592	0.000649	67.8
65	-0.056982	42.892093	57.460948	0.001667	73.8
66	-0.051993	43.892093	56.575463	0.001440	69.5
67	-0.055057	43.092093	57.281641	0.002359	74.1
68	-0.056874	42.292093	58.005670	0.002684	74.1
69	-0.055122	43.292093	57.103449	0.001644	70.4
70	-0.058450	44.292093	56.228864	0.001015	67.3
71	-0.054366	45.292093	55.380666	0.001889	69.6
72	-0.055249	44.492093	56.057152	0.003974	71.1
73	-0.055590	45.492093	55.214087	0.002536	68.3
74	-0.058228	46.492093	54.396005	0.001865	74.2
75	-0.056632	45.692093	55.048508	0.002242	70.6
76	-0.056286	46.692093	54.235289	0.002984	67.7
77	-0.051057	47.692093	53.445747	0.002744	69.7
78	-0.055907	48.692093	52.678863	0.001938	68.6
79	-0.053239	49.692093	51.933676	0.001719	71.4
80	-0.055257	48.892093	52.528120	0.003502	68.6
81	-0.052959	49.892093	51.787161	0.004884	67.6
82	-0.051641	49.092093	52.378237	0.003128	69.8
83	-0.055163	50.092093	51.641471	0.001193	70.3
84	-0.053748	49.298309	52.224588	0.002492	70.6
85	-0.054443	48.498309	52.825749	0.002005	69.7
86	-0.054018	49.498309	52.076430	0.003139	69.0
87	-0.052686	48.698309	52.674165	0.002974	70.8
88	-0.052623	49.698309	51.929110	0.001326	66.7
89	-0.053273	50.698309	51.204837	0.002467	71.0
90	-0.054138	49.898309	51.782621	0.002194	70.1
91	-0.055633	50.898309	51.062400	0.002559	67.4
92	-0.053333	50.098309	51.636956	0.003191	72.0
93	-0.050082	51.098309	50.920754	0.001906	68.5
94	-0.054610	52.098309	50.224147	0.003193	77.2
95	-0.054644	53.098309	49.546343	0.001724	67.6
96	-0.051815	54.098309	48.886590	0.003130	70.6
97	-0.049569	55.098309	48.244176	0.003560	70.2
98	-0.053898	56.098309	47.618427	0.003274	71.7
99	-0.052904	57.098309	47.008703	0.001941	68.4
100	-0.053402	58.094406	46.416686	0.002321	69.1
101	-0.055839	57.294406	46.890965	0.001818	70.0
102	-0.056569	57.759482	46.614073	0.003208	75.0
103	-0.061010	58.759482	46.029640	0.001796	69.5
104	-0.053103	59.759482	45.459680	0.002693	69.0
105	-0.049430	58.959489	45.914503	0.004643	69.3
106	-0.054693	59.959489	45.347374	0.002427	68.6
107	-0.054806	60.959489	44.794084	0.003571	67.7
108	-0.057749	60.159489	45.235625	0.002554	69.5
109	-0.053743	61.159489	44.685042	0.000816	71.4
110	-0.053833	60.359489	45.124426	0.002802	70.0
111	-0.055010	59.559489	45.572536	0.001242	71.7
112	-0.055804	60.559489	45.013772	0.000690	69.6
113	-0.055166	61.559025	44.468794	0.001875	68.3
114	-0.054843	62.559025	43.936609	0.004185	68.1
115	-0.053679	63.559025	43.417012	0.003316	68.8
116	-0.054592	64.559025	42.909561	0.002195	66.4
117	-0.060143	63.759025	43.314564	0.002897	67.6
118	-0.054647	64.759025	42.809491	0.002377	71.2
119	-0.052136	65.759025	42.316062	0.001910	70.5
120	-0.057454	66.759025	41.833877	0.002382	68.1
121	-0.055440	65.959025	42.218737	0.002127	71.3
122	-0.052657	66.889943	41.771562	0.001904	70.8
123	-0.054041	66.089943	42.155272	0.001548	68.3
124	-0.052026	67.089943	41.676724	0.003243	70.7
125	-0.051084	66.289943	42.058685	0.001497	72.0
126	-0.056151	65.489943	42.447713	0.003070	69.9
127	-0.056393	66.489943	41.962540	0.002026	73.4
128	-0.054121	65.689943	42.349783	0.002059	71.0
129	-0.052739	66.689943	41.866834	0.001475	69.6
130	-0.052174	65.889943	42.252304	0.002440	71.7
131	-0.053959	66.889943	41.771562	0.002372	72.0
132	-0.052876	67.889943	41.301638	0.001245	71.1
133	-0.054073	67.089943	41.676724	0.002090	63.5
134	-0.054064	68.089943	41.208919	0.002977	66.9
135	-0.055706	69.089943	40.751499	0.001837	69.2
136	-0.055601	70.089943	40.304123	0.002040	70.3
137	-0.055960	69.289943	40.661231	0.001238	70.5
138	-0.051783	70.289871	40.215855	0.002981	65.5
139	-0.056885	69.489871	40.571394	0.002061	68.0
140	-0.055121	70.476812	40.133670	0.003046	69.9
141	-0.056798	71.476812	39.699684	0.002454	71.1
142	-0.057001	70.676812	40.046116	0.002375	67.8
143	-0.053080	69.876812	40.398647	0.001470	69.6
144	-0.050946	69.076812	40.757440	0.002404	70.1
145	-0.052260	68.276812	41.122663	0.001990	71.1
146	-0.053033	67.476812	41.494490	0.002418	67.2
147	-0.052548	68.476812	41.030745	0.001611	69.9
148	-0.053303	67.676812	41.400905	0.001785	71.1
149	-0.055122	68.676812	40.939237	0.002420	72.8
150	-0.055258	69.676812	40.487751	0.002327	72.3
151	-0.053830	70.676812	40.046116	0.001522	72.1
152	-0.051775	71.676812	39.614011	0.001813	72.3
153	-0.055280	72.676812	39.191131	0.002391	72.8
154	-0.053068	73.676812	38.777185	0.001577	72.7
155	-0.052459	74.676812	38.371891	0.001102	71.6
156	-0.052214	75.676812	37.974982	0.001202	72.1
157	-0.057778	74.876812	38.291847	0.004267	73.7
158	-0.052839	74.076812	38.614044	0.002623	72.6
159	-0.053918	75.076812	38.212136	0.001149	74.0
160	-0.054195	76.076812	37.818508	0.003047	74.5
161	-0.055016	77.076812	37.432907	0.002174	67.5
162	-0.056406	78.076812	37.055090	0.003642	73.8
163	-0.057238	77.276812	37.356729	0.002668	72.4
164	-0.052203	78.276812	36.980440	0.002667	69.3
165	-0.051911	79.276812	36.611657	0.001544	69.4
166	-0.055106	80.276812	36.250156	0.001730	69.7
167	-0.056515	81.276812	35.895724	0.002468	71.6
168	-0.055427	82.276812	35.548156	0.002224	69.4
169	-0.052489	81.476812	35.825668	0.002517	71.5
170	-0.052543	82.476812	35.479449	0.001285	68.9
171	-0.050372	83.476812	35.139857	0.002379	70.1
172	-0.055957	84.476812	34.806705	0.003137	72.7
173	-0.054011	85.476812	34.479810	0.002698	66.0
174	-0.051409	86.476812	34.158998	0.002112	68.9
175	-0.055740	85.676812	34.415166	0.002363	65.9
176	-0.058408	84.876812	34.675206	0.002296	68.0
177	-0.053852	85.876812	34.350765	0.002129	69.2
178	-0.050709	86.876812	34.032339	0.000968	69.3
179	-0.055974	87.876795	33.719768	0.002028	72.5
180	-0.053088	87.076795	33.969366	0.002053	67.5
181	-0.056987	88.076795	33.657940	0.002595	66.7
182	-0.052179	87.276795	33.906621	0.001479	66.4
183	-0.050458	86.476795	34.159003	0.001807	68.6
184	-0.056240	87.476795	33.844107	0.001949	68.2
185	-0.057203	88.476795	33.534963	0.002338	68.2
186	-0.052060	89.476795	33.231415	0.001464	72.5
187	-0.055055	88.676795	33.473810	0.002293	69.5
188	-0.053562	89.676795	33.171364	0.002558	73.3
189	-0.056740	90.676795	32.874334	0.001563	71.1
190	-0.054759	89.876795	33.111529	0.001942	70.0
191	-0.056431	89.076795	33.352172	0.001585	70.8
192	-0.056832	90.076795	33.051910	0.002391	70.6
193	-0.055429	91.076795	32.757006	0.001633	68.6
194	-0.053405	90.276795	32.992505	0.002036	65.7
195	-0.052663	89.476795	33.231415	0.002745	67.2
196	-0.048675	90.476795	32.933313	0.002229	69.9
197	-0.051813	89.676795	33.171364	0.002794	67.3
198	-0.054397	90.676795	32.874334	0.001257	69.4
199	-0.055883	91.676795	32.582576	0.000978	67.7
200	-0.055867	90.876795	32.815565	0.002573	67.3
201	-0.056780	91.876795	32.524845	0.002649	69.0
202	-0.052040	92.876795	32.239230	0.002410	71.7
203	-0.052681	93.876795	31.958588	0.001527	68.2
204	-0.055464	93.076795	32.182708	0.001690	70.3
205	-0.051494	94.076795	31.903045	0.001238	67.7
206	-0.053552	93.276795	32.126384	0.003067	69.6
207	-0.054929	94.276795	31.847695	0.000608	67.9
208	-0.055972	95.276795	31.573800	0.001649	71.4
209	-0.053995	94.476795	31.792536	0.002218	68.1
210	-0.052122	95.476795	31.519585	0.003056	82.4
211	-0.052442	96.476795	31.251280	0.002554	71.2
212	-0.051634	95.676795	31.465556	0.001207	71.4
213	-0.053198	94.876795	31.682790	0.003200	66.6
214	-0.057900	94.082005	31.901601	0.001526	68.6
215	-0.053930	95.082005	31.626782	0.001694	67.9
216	-0.055918	96.082005	31.356657	0.003728	75.4
217	-0.056354	95.282005	31.572385	0.002835	69.2
218	-0.050299	96.282005	31.303184	0.001073	70.9
219	-0.054722	97.282005	31.038536	0.002745	71.3
220	-0.056254	96.482005	31.249894	0.001374	66.9
221	-0.053926	97.482005	30.986142	0.002497	68.2
222	-0.053024	96.738894	31.181712	0.001196	68.1
223	-0.053646	97.738894	30.919104	0.001077	67.2
224	-0.056086	96.938894	31.128834	0.002750	76.6
225	-0.050678	97.938894	30.867113	0.001394	70.6
226	-0.055583	98.938894	30.609756	0.002125	68.2
227	-0.056073	98.138894	30.815296	0.001312	69.1
228	-0.055826	97.338894	31.023615	0.001288	72.3
229	-0.053275	96.538894	31.234769	0.001447	70.0
230	-0.056569	97.538894	30.971271	0.002162	69.6
231	-0.055139	96.738894	31.181712	0.001321	70.3
232	-0.053505	95.938894	31.395031	0.002495	71.1
233	-0.057257	96.938894	31.128834	0.002490	68.9
234	-0.059798	97.938894	30.867113	0.002573	70.4
235	-0.056520	98.938894	30.609756	0.002950	72.0
236	-0.057918	99.938894	30.356655	0.001151	68.0
237	-0.054080	99.138894	30.558798	0.002053	69.2
238	-0.053687	100.138894	30.306536	0.001691	69.3
239	-0.056594	99.338894	30.508010	0.002976	70.7
240	-0.057072	100.338894	30.256582	0.001909	70.0
241	-0.050998	101.338894	30.009265	0.002067	69.6
242	-0.051553	102.338894	29.765957	0.003176	66.9
243	-0.056842	103.338894	29.526563	0.001862	70.7
244	-0.053820	104.338894	29.290990	0.003550	72.4
245	-0.051905	105.338894	29.059145	0.001652	71.0
246	-0.055857	106.338894	28.830942	0.001176	71.8
247	-0.056097	107.338894	28.606295	0.001421	72.0
248	-0.058477	108.338894	28.385122	0.002846	69.8
249	-0.057576	107.538894	28.561785	0.002767	70.7
250	-0.054706	108.538894	28.341297	0.001495	70.3
251	-0.055857	109.538894	28.124187	0.001117	70.4
252	-0.056080	108.738894	28.297607	0.001381	70.3
253	-0.052634	109.738714	28.081202	0.002814	70.6
254	-0.056806	110.738714	27.868044	0.002095	70.5
255	-0.054836	111.738714	27.658097	0.002186	71.2
256	-0.055323	112.738714	27.451290	0.002925	71.3
257	-0.051074	111.938714	27.616487	0.003059	71.1
258	-0.054254	112.938714	27.410299	0.001460	66.9
259	-0.052290	113.938714	27.207168	0.002630	70.1
260	-0.056399	113.138714	27.369431	0.002389	69.1
261	-0.055832	114.138714	27.166902	0.003994	68.5
262	-0.054417	115.138714	26.967349	0.003278	69.7
263	-0.056182	116.138714	26.770706	0.001990	69.7
264	-0.057176	117.138714	26.576910	0.002752	69.1
265	-0.050508	116.338714	26.731721	0.002772	71.3
266	-0.054789	117.338714	26.538487	0.001754	69.9
267	-0.051363	116.538714	26.692850	0.001892	71.2
268	-0.059021	117.538714	26.500175	0.001775	67.8
269	-0.057871	116.738714	26.654091	0.002061	68.3
270	-0.053607	117.738714	26.461974	0.001270	72.2
271	-0.057834	116.938714	26.615445	0.001829	71.5
272	-0.051933	117.938714	26.423882	0.002919	70.7
273	-0.055593	118.938714	26.235058	0.002239	69.1
274	-0.052200	119.938714	26.048913	0.002295	69.3
275	-0.056096	120.938714	25.865390	0.002145	70.5
276	-0.054170	120.138714	26.012000	0.001842	67.7
277	-0.051104	121.138714	25.828996	0.001491	68.1
278	-0.055390	122.138714	25.648548	0.002602	68.7
279	-0.056859	123.138714	25.470605	0.001472	70.2
280	-0.052303	122.338714	25.612761	0.001834	69.4
281	-0.052476	121.538714	25.756513	0.002217	68.2
282	-0.057854	122.538714	25.577073	0.002972	69.7
283	-0.055131	123.538714	25.400117	0.002834	70.6
284	-0.054264	124.538714	25.225592	0.002054	72.3
285	-0.052983	125.538714	25.053449	0.002411	67.7
286	-0.052916	126.538714	24.883640	0.001192	69.1
287	-0.056958	127.538714	24.716117	0.002095	70.9
288	-0.053678	126.738714	24.849954	0.002511	72.5
289	-0.053454	125.938714	24.985248	0.001429	71.7
290	-0.056848	126.931074	24.817641	0.002616	70.0
291	-0.053180	126.131074	24.952582	0.003278	68.0
292	-0.054098	125.331074	25.088999	0.002152	67.4
293	-0.052218	126.331074	24.918709	0.001151	68.8
294	-0.055483	127.331074	24.750716	0.001421	72.3
295	-0.055635	128.331074	24.584972	0.001020	69.7
296	-0.057088	129.331074	24.421433	0.002528	70.9
297	-0.056027	130.331074	24.260055	0.003108	71.5
298	-0.054961	131.331074	24.100797	0.002309	69.4
299	-0.056130	132.331071	23.943616	0.002418	68.0
300	-0.056053	131.531071	24.069196	0.001521	68.7
301	-0.053557	132.531071	23.912425	0.001517	68.7
302	-0.053069	133.531071	23.757683	0.002569	71.3
303	-0.054808	132.731071	23.881316	0.001572	75.3
304	-0.052696	133.731071	23.726975	0.002299	68.9
305	-0.060221	132.931071	23.850287	0.002416	67.3
306	-0.056835	133.931071	23.696346	0.002549	69.6
307	-0.054599	134.931071	23.544379	0.001760	71.9
308	-0.051471	134.131071	23.665796	0.002459	71.4
309	-0.053650	135.131071	23.514219	0.001580	71.8
310	-0.054956	136.131071	23.364572	0.002190	69.9
311	-0.055847	135.331071	23.484137	0.002409	68.8
312	-0.051251	134.531071	23.604931	0.001268	69.7
313	-0.059693	133.731071	23.726975	0.002274	72.8
314	-0.052724	134.731071	23.574616	0.001847	68.7
315	-0.053692	133.931071	23.696346	0.002206	68.2
316	-0.053894	134.931071	23.544379	0.002028	71.6
317	-0.050860	134.131071	23.665796	0.002014	70.1
318	-0.052533	135.131071	23.514219	0.002431	68.7
319	-0.053855	136.131071	23.364572	0.002283	71.8
320	-0.054205	137.131071	23.216818	0.002244	71.2
321	-0.055523	136.331071	23.334871	0.001595	70.8
322	-0.054199	135.531071	23.454131	0.001946	71.9
323	-0.054171	136.531071	23.305245	0.002812	73.1
324	-0.054351	137.531071	23.158238	0.001404	68.4
325	-0.055614	138.531071	23.013073	0.002719	69.1
326	-0.056238	137.732084	23.128911	0.002646	69.1
327	-0.053174	138.732084	22.984113	0.001932	69.5
328	-0.056306	137.932084	23.099805	0.002866	67.5
329	-0.057405	138.932084	22.955370	0.001955	71.2
330	-0.057609	139.932084	22.812730	0.002505	68.6
331	-0.053316	139.132084	22.926700	0.002016	68.1
332	-0.054745	138.332084	23.041814	0.001956	69.2
333	-0.054549	139.332084	22.898101	0.002045	69.2
334	-0.054255	138.532084	23.012927	0.002197	72.5
335	-0.054030	139.532084	22.869573	0.002373	70.8
336	-0.056061	138.732084	22.984113	0.002289	68.2
337	-0.053699	139.732084	22.841116	0.003890	71.8
338	-0.055471	140.732084	22.699888	0.002274	72.2
339	-0.055451	141.732084	22.560396	0.002320	71.4
340	-0.055432	142.732084	22.422607	0.001827	68.2
341	-0.058389	141.932084	22.532703	0.002019	71.8
342	-0.057084	142.932084	22.395251	0.001915	71.3
343	-0.052921	143.932084	22.259467	0.001900	70.4
344	-0.054450	144.932084	22.125319	0.001509	69.3
345	-0.053029	144.132084	22.232507	0.001703	69.2
346	-0.051138	145.132084	22.098683	0.001596	67.6
347	-0.053383	146.132084	21.966460	0.001600	64.9
348	-0.054108	147.132084	21.835810	0.001904	70.8
349	-0.051109	146.332084	21.940205	0.000896	70.6
350	-0.058671	147.332084	21.809866	0.002369	69.7
351	-0.053863	148.332084	21.681067	0.001692	71.3
352	-0.055157	147.532084	21.783984	0.003284	71.2
353	-0.055420	148.532084	21.655489	0.002030	68.5
354	-0.057159	149.532084	21.528502	0.001556	70.1
355	-0.054255	150.532084	21.402994	0.003919	69.2
356	-0.051961	151.532084	21.278942	0.001846	67.6
357	-0.053063	152.532084	21.156320	0.002423	71.0
358	-0.050577	153.532084	21.035102	0.003767	70.6
359	-0.057800	154.532084	20.915266	0.001094	71.4
360	-0.052586	155.532084	20.796787	0.001907	67.7
361	-0.051957	154.732084	20.891462	0.002921	67.5
362	-0.057097	153.932084	20.987003	0.002142	72.2
363	-0.054698	154.932084	20.867713	0.002588	67.4
364	-0.053312	154.132084	20.963036	0.000989	70.7
365	-0.055294	155.129258	20.844352	0.002139	68.1
366	-0.056027	156.129258	20.726673	0.001520	72.4
367	-0.055486	157.129258	20.610316	0.002501	70.0
368	-0.053431	156.329258	20.703297	0.003658	71.1
369	-0.055020	157.329258	20.587201	0.002653	68.5
370	-0.057431	158.329258	20.472400	0.002349	71.7
371	-0.052424	157.529258	20.564138	0.003349	67.3
372	-0.053739	158.529258	20.449593	0.001263	71.1
373	-0.057152	159.529258	20.336317	0.001508	73.1
374	-0.057008	160.529258	20.224289	0.002181	67.4
375	-0.054809	161.529258	20.113489	0.001487	68.5
376	-0.052050	160.729258	20.202032	0.002803	68.6
377	-0.053556	161.729251	20.091475	0.002413	67.7
378	-0.055429	162.729251	19.982122	0.001730	67.0
379	-0.055186	163.729251	19.873952	0.001717	67.2
380	-0.053763	162.929251	19.960393	0.001522	75.3
381	-0.054638	162.129251	20.047590	0.002069	68.7
382	-0.054325	161.329251	20.135553	0.001781	67.1
383	-0.052380	162.329251	20.025720	0.001471	70.3
384	-0.056524	161.529251	20.113490	0.002089	71.6
385	-0.054807	162.529251	20.003897	0.001737	70.0
386	-0.055176	163.529251	19.895492	0.001960	73.4
387	-0.056513	162.729253	19.982121	0.003052	73.8
388	-0.057326	163.666632	19.880691	0.002120	69.6
389	-0.057471	164.666632	19.773614	0.001731	72.1
390	-0.054295	165.666632	19.667683	0.002774	67.3
391	-0.053278	166.666632	19.562882	0.002856	68.7
392	-0.053330	167.666632	19.459192	0.001883	68.3
393	-0.053941	166.866632	19.542056	0.002053	73.9
394	-0.055912	167.866632	19.438586	0.002861	71.8
395	-0.052710	168.866632	19.336206	0.002125	69.7
396	-0.054610	169.866632	19.234898	0.002013	68.9
397	-0.054523	169.066632	19.315859	0.000918	69.5
398	-0.054136	170.066632	19.214764	0.002183	71.5
399	-0.054820	169.266632	19.295555	0.001996	69.3
400	-0.057068	170.266632	19.194672	0.001719	67.7
401	-0.055107	171.266632	19.094838	0.002098	69.7
402	-0.054040	170.466632	19.174622	0.001566	68.4
403	-0.054370	171.466632	19.074996	0.002097	71.9
404	-0.052760	170.666632	19.154613	0.001432	70.9
405	-0.060837	169.866632	19.234898	0.002926	67.9
406	-0.055978	170.866632	19.134647	0.002044	71.0
407	-0.054748	170.066632	19.214764	0.003470	71.6
408	-0.051099	171.066632	19.114722	0.002069	68.9
409	-0.052576	172.066632	19.015716	0.002022	72.5
410	-0.055082	171.266632	19.094838	0.003016	68.6
411	-0.052202	172.266632	18.996038	0.001806	67.8
412	-0.053486	171.466632	19.074996	0.001361	71.4
413	-0.052957	170.666632	19.154613	0.002332	69.0
414	-0.054457	171.666632	19.055195	0.001867	67.6
415	-0.055235	170.866632	19.134647	0.001701	69.5
416	-0.054646	170.066632	19.214764	0.002982	72.2
417	-0.056163	171.066632	19.114722	0.001179	66.8
418	-0.054908	171.545952	19.067138	0.003427	68.3
419	-0.054575	172.545952	18.968623	0.003871	69.0
420	-0.053119	173.545952	18.871121	0.001239	67.8
421	-0.053982	174.545952	18.774616	0.001132	69.1
422	-0.059408	174.943958	18.736481	0.001996	70.0
423	-0.054691	174.143958	18.813292	0.002372	72.1
424	-0.051884	175.143958	18.717376	0.001569	69.3
425	-0.055542	176.143958	18.622433	0.001802	72.4
426	-0.055013	177.143958	18.528449	0.002876	71.1
427	-0.054524	178.143958	18.435409	0.001891	71.6
428	-0.057640	179.143958	18.343298	0.001657	71.0
429	-0.050824	180.143958	18.252103	0.001222	70.4
430	-0.055199	179.352216	18.324231	0.001440	68.7
431	-0.057701	180.352216	18.233225	0.001638	67.5
432	-0.054071	181.352216	18.143118	0.002150	69.0
433	-0.056176	180.552216	18.215132	0.003725	69.6
434	-0.054492	181.552216	18.125204	0.003012	67.5
435	-0.053315	182.552216	18.036159	0.001271	69.0
436	-0.053054	181.752216	18.107325	0.002731	70.6
437	-0.053093	180.952216	18.179054	0.002577	71.9
438	-0.054383	181.952216	18.089481	0.001842	72.7
439	-0.052638	182.952216	18.000786	0.002111	71.1
440	-0.056747	182.152216	18.071672	0.001645	68.1
441	-0.054179	183.152216	17.983151	0.002185	71.0
442	-0.054412	182.352216	18.053898	0.001887	70.2
443	-0.057140	181.552216	18.125204	0.002629	68.6
444	-0.053646	182.552216	18.036159	0.002421	71.1
445	-0.053217	181.752216	18.107325	0.001178	70.9
446	-0.051722	180.952216	18.179054	0.000838	70.1
447	-0.053967	181.952216	18.089481	0.000920	70.6
448	-0.054036	181.152221	18.161068	0.002662	68.0
449	-0.052354	180.352221	18.233224	0.001331	72.4
450	-0.053072	181.352221	18.143118	0.001635	71.0
451	-0.056154	182.352221	18.053898	0.002991	67.6
452	-0.052550	181.552221	18.125203	0.003536	70.8
453	-0.058279	180.752221	18.197075	0.002559	73.7
454	-0.055290	181.752221	18.107324	0.000810	68.9
455	-0.053596	180.952221	18.179053	0.001822	67.6
456	-0.053310	181.952221	18.089480	0.001280	71.4
457	-0.054301	182.952221	18.000786	0.002073	70.5
458	-0.055339	183.952221	17.912957	0.002139	69.3
459	-0.055165	184.952221	17.825980	0.001278	68.2
460	-0.058316	184.152221	17.895493	0.003014	67.8
461	-0.055608	183.352221	17.965551	0.002407	71.4
462	-0.052591	182.552221	18.036159	0.001443	70.3
463	-0.055932	181.752221	18.107324	0.002551	72.6
464	-0.053835	180.952221	18.179053	0.001402	67.7
465	-0.051585	180.165169	18.250178	0.001150	72.0
466	-0.054761	181.165169	18.159905	0.001712	71.0
467	-0.053546	180.365170	18.232052	0.002517	71.3
468	-0.057594	181.365170	18.141957	0.001973	69.9
469	-0.052877	180.565170	18.213961	0.002342	72.3
470	-0.056630	179.765170	18.286540	0.002015	70.8
471	-0.061176	180.765170	18.195907	0.001850	67.2
472	-0.054067	179.965170	18.268341	0.001358	68.8
473	-0.054611	180.965170	18.177888	0.002188	70.3
474	-0.052945	180.165170	18.250178	0.002405	68.4
475	-0.057718	181.165170	18.159905	0.001484	69.1
476	-0.055705	182.165170	18.070520	0.002114	72.0
477	-0.056657	181.365170	18.141957	0.001637	70.9
478	-0.054643	182.365170	18.052748	0.001829	69.4
479	-0.053984	183.365170	17.964413	0.001754	71.8
480	-0.055434	184.365170	17.876937	0.002080	70.9
481	-0.056293	183.565170	17.946849	0.002402	68.3
482	-0.051635	184.565170	17.859544	0.001988	72.1
483	-0.057395	185.565170	17.773085	0.001856	67.4
484	-0.054374	184.765200	17.842182	0.002353	71.7
485	-0.055585	183.965200	17.911822	0.002560	69.4
486	-0.056239	184.965200	17.824857	0.001539	70.7
487	-0.054678	185.965200	17.738732	0.002123	72.2
488	-0.056745	185.165200	17.807565	0.002124	69.0
489	-0.052702	184.365200	17.876935	0.002723	67.8
490	-0.053686	185.365200	17.790307	0.001077	69.5
491	-0.057522	184.565200	17.859542	0.002616	70.0
492	-0.050993	185.565200	17.773082	0.002273	71.1
493	-0.058230	184.765200	17.842182	0.002229	69.9
494	-0.051682	183.965200	17.911822	0.001191	69.2
495	-0.053241	184.965200	17.824857	0.002051	69.0
496	-0.051841	184.165200	17.894361	0.002297	69.0
497	-0.054888	185.165200	17.807565	0.002874	70.7
498	-0.052910	186.165200	17.721607	0.002952	70.9
499	-0.057194	187.165200	17.636474	0.001692	72.3
500	-0.053474	188.165200	17.552156	0.001465	69.6
501	-0.052920	187.500711	17.608094	0.001906	71.7
502	-0.054470	188.500711	17.524047	0.001192	72.5
503	-0.053662	187.700711	17.591220	0.001887	73.7
504	-0.054957	188.684842	17.508658	0.003372	71.4
505	-0.052209	189.684842	17.425555	0.004496	70.7
506	-0.054862	190.684842	17.343236	0.002728	71.5
507	-0.051636	191.684842	17.261692	0.001828	69.5
508	-0.051932	192.684842	17.180911	0.001404	71.8
509	-0.056192	193.684842	17.100882	0.001570	71.9
510	-0.055259	192.884842	17.164845	0.001313	68.5
511	-0.053898	193.884842	17.084966	0.002557	68.9
512	-0.054101	194.884842	17.005827	0.002073	68.9
513	-0.054199	194.084842	17.069079	0.002175	70.6
514	-0.049800	195.084842	16.990087	0.001371	71.1
