1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
328	-0.066450	88.504722	12.082123	0.000921	68.2
329	-0.069680	89.504722	11.972787	0.001020	74.0
330	-0.070599	90.504722	11.865412	0.001178	71.9
331	-0.067225	91.504722	11.759947	0.000877	73.1
332	-0.069188	92.504722	11.656339	0.000887	67.6
333	-0.067680	93.504722	11.554541	0.000787	72.3
334	-0.067306	92.711423	11.635151	0.000548	68.4
335	-0.067718	93.711422	11.533721	0.001221	69.7
336	-0.064309	93.281963	11.577063	0.000882	68.9
337	-0.067482	94.281963	11.476639	0.001035	67.2
338	-0.067123	93.481963	11.556838	0.001103	69.2
339	-0.069233	94.481963	11.456763	0.001252	68.9
340	-0.069901	95.481962	11.358407	0.000893	74.9
341	-0.069947	96.481962	11.261725	0.001450	68.1
342	-0.063690	95.681962	11.338938	0.000670	67.4
343	-0.068164	94.881962	11.417217	0.001222	69.0
344	-0.067193	95.881962	11.319536	0.000870	70.5
345	-0.067530	95.081962	11.397546	0.000831	68.4
346	-0.066547	94.281962	11.476640	0.002161	68.9
347	-0.066869	95.281962	11.377943	0.001097	69.2
348	-0.069489	96.281962	11.280929	0.001380	70.8
349	-0.070017	95.481962	11.358407	0.001034	68.3
350	-0.069502	96.481962	11.261725	0.000533	66.6
351	-0.069972	97.481962	11.166675	0.002106	69.3
352	-0.067954	98.481962	11.073216	0.002510	69.8
353	-0.065188	99.481962	10.981308	0.001415	70.8
354	-0.066549	100.481962	10.890913	0.000923	69.7
355	-0.070283	99.681962	10.963109	0.001080	70.0
356	-0.064115	100.681962	10.873013	0.000801	71.3
357	-0.067169	101.681962	10.784385	0.000731	69.8
358	-0.067853	100.881963	10.855171	0.000738	69.8
359	-0.066411	101.881963	10.766833	0.001185	69.2
360	-0.066696	101.081963	10.837387	0.001174	70.0
361	-0.068152	102.081963	10.749337	0.001091	70.1
362	-0.064858	101.314050	10.816824	0.001540	67.5
363	-0.069292	100.514052	10.888037	0.000764	67.9
364	-0.067677	101.514052	10.799166	0.001169	69.0
365	-0.068564	100.714052	10.870146	0.000868	70.4
366	-0.070325	99.936692	10.940017	0.001328	74.9
367	-0.068480	100.936692	10.850299	0.000803	67.9
368	-0.065454	101.936692	10.762039	0.001044	67.3
369	-0.067394	102.936692	10.675204	0.000991	69.2
370	-0.066466	103.936692	10.589760	0.001766	70.5
371	-0.070487	104.936239	10.505709	0.000647	68.0
372	-0.068457	105.936233	10.422946	0.000556	67.8
373	-0.070888	105.136233	10.489052	0.001197	101.7
374	-0.066632	104.336233	10.556002	0.001428	66.2
375	-0.066452	105.336233	10.472447	0.000464	68.5
376	-0.065054	104.536236	10.539184	0.000674	69.7
377	-0.064959	105.536236	10.455894	0.001787	65.7
378	-0.067205	106.536235	10.373911	0.000617	70.9
379	-0.069186	105.752794	10.438031	0.000956	68.9
380	-0.069271	104.961555	10.503598	0.000799	71.7
381	-0.066872	105.961555	10.420867	0.001008	67.6
382	-0.066743	106.960437	10.339520	0.001492	70.9
383	-0.069560	107.841371	10.268825	0.000902	72.7
384	-0.066902	108.841371	10.189738	0.001001	71.8
385	-0.064902	108.041371	10.252910	0.000861	71.4
386	-0.064708	109.041371	10.174066	0.001356	69.0
387	-0.068554	110.041356	10.096427	0.001631	67.9
388	-0.066477	111.041356	10.019963	0.001035	71.9
389	-0.066283	112.041356	9.944649	0.000931	67.7
390	-0.069367	111.241356	10.004809	0.000550	70.2
391	-0.066209	110.480938	10.062672	0.000450	66.7
392	-0.066218	111.411980	9.991917	0.001222	71.2
393	-0.068894	112.367292	9.920345	0.001166	68.0
394	-0.068667	111.567292	9.980211	0.000812	71.6
395	-0.069986	110.767292	10.040804	0.000898	68.6
396	-0.066744	109.967292	10.102137	0.001150	68.7
397	-0.069976	109.167292	10.164224	0.000992	68.8
398	-0.070435	108.367317	10.227077	0.001140	69.5
399	-0.068428	107.567317	10.290714	0.001171	70.0
400	-0.064016	108.567317	10.211291	0.001185	68.5
401	-0.069066	109.567317	10.133083	0.001805	69.1
402	-0.063786	110.567317	10.056065	0.000918	68.5
403	-0.068848	109.767317	10.117586	0.001736	75.2
404	-0.067684	110.767317	10.040802	0.000897	71.4
405	-0.066784	111.767317	9.965175	0.001400	68.4
406	-0.069123	110.967317	10.025585	0.001146	65.9
407	-0.066423	110.167317	10.086732	0.001040	67.7
408	-0.071301	111.167317	10.010414	0.000690	67.0
409	-0.068618	110.367321	10.071375	0.000930	77.2
410	-0.070844	109.567325	10.133083	0.000965	71.0
411	-0.071193	110.567325	10.056065	0.000925	67.8
412	-0.066639	111.567273	9.980212	0.000930	69.9
413	-0.066188	110.767273	10.040805	0.000802	65.5
414	-0.067063	109.967273	10.102138	0.000740	68.3
415	-0.068942	110.967273	10.025588	0.000598	70.0
416	-0.067222	111.967273	9.950189	0.001299	65.9
417	-0.068827	112.967273	9.875916	0.000943	68.9
418	-0.067913	113.967273	9.802743	0.000720	67.0
419	-0.066188	113.167273	9.861194	0.000866	70.1
420	-0.070036	114.167231	9.788242	0.001193	68.8
421	-0.066911	115.167231	9.716358	0.001158	68.7
422	-0.062170	114.367231	9.773780	0.000728	67.4
423	-0.069366	115.367231	9.702107	0.001190	70.5
424	-0.067597	114.567231	9.759361	0.000833	69.4
425	-0.070636	115.567231	9.687899	0.001132	71.6
426	-0.072319	114.767231	9.744984	0.000808	68.5
427	-0.067404	115.767231	9.673732	0.001247	71.2
428	-0.068347	115.030346	9.726135	0.000562	72.0
429	-0.068968	116.030346	9.655157	0.000858	70.0
430	-0.066634	117.030343	9.585208	0.001621	70.1
431	-0.064662	118.030343	9.516265	0.001760	65.5
432	-0.067008	119.030343	9.448306	0.000919	72.1
433	-0.067663	120.030343	9.381311	0.001507	69.8
434	-0.066761	119.230343	9.434831	0.001849	67.4
435	-0.066101	120.230343	9.368026	0.001377	71.2
436	-0.071005	119.430343	9.421394	0.001226	70.2
437	-0.066340	120.430343	9.354778	0.001085	72.8
438	-0.068483	121.430343	9.289099	0.000439	68.8
439	-0.066655	120.685826	9.337910	0.001915	67.1
440	-0.066062	121.685826	9.272466	0.000659	69.0
441	-0.066117	120.885826	9.324748	0.001592	68.7
442	-0.070656	121.885826	9.259488	0.001393	67.1
443	-0.069804	121.085826	9.311622	0.001278	70.0
444	-0.068098	122.085826	9.246545	0.001188	66.5
445	-0.070787	121.285826	9.298534	0.000811	73.2
446	-0.068593	122.285760	9.233643	0.000924	68.1
447	-0.066869	123.285760	9.169647	0.001259	66.0
448	-0.068727	122.485760	9.220772	0.000834	67.7
449	-0.067821	123.450362	9.159198	0.001037	68.3
450	-0.067459	122.650362	9.210207	0.000859	69.6
451	-0.067928	123.650362	9.146535	0.000658	65.0
452	-0.066740	122.850572	9.197388	0.001241	67.1
453	-0.064824	123.850572	9.133892	0.000374	67.4
454	-0.066355	123.050572	9.184618	0.001047	68.1
455	-0.065856	122.254900	9.235632	0.000792	70.7
456	-0.069241	123.254900	9.171609	0.001534	68.1
457	-0.068646	124.254900	9.108467	0.001286	71.5
458	-0.064289	125.254900	9.046189	0.000839	67.8
459	-0.068047	124.497640	9.093271	0.000756	67.8
460	-0.066364	123.697640	9.143546	0.000727	67.1
461	-0.066853	122.915504	9.193238	0.001489	72.8
462	-0.066000	123.915504	9.129800	0.000868	68.8
463	-0.067263	124.915504	9.067231	0.001254	69.4
464	-0.068282	125.651939	9.021698	0.001341	67.3
465	-0.066770	124.851939	9.071182	0.000928	69.3
466	-0.071564	124.051939	9.121212	0.000551	68.4
467	-0.067667	123.251957	9.171796	0.001528	74.6
468	-0.071251	124.251957	9.108652	0.001141	72.5
469	-0.068765	125.251957	9.046371	0.001013	71.5
470	-0.068754	126.251957	8.984937	0.001310	70.4
471	-0.065527	127.251957	8.924331	0.001386	68.6
472	-0.067616	126.451957	8.972750	0.000782	69.4
473	-0.066066	127.451957	8.912308	0.000477	76.8
474	-0.064877	127.415826	8.914477	0.001079	69.5
475	-0.069351	126.615827	8.962789	0.001464	69.0
476	-0.071288	127.615826	8.902481	0.000896	69.2
477	-0.064052	128.615826	8.842978	0.001024	72.6
478	-0.067873	127.815826	8.890516	0.000627	68.7
479	-0.064775	128.699231	8.838052	0.001290	72.0
480	-0.063690	127.899231	8.885536	0.001321	70.9
481	-0.065866	128.899231	8.826260	0.000754	71.2
482	-0.067171	129.899231	8.767769	0.001268	69.0
483	-0.069064	130.899231	8.710048	0.001307	71.3
484	-0.066924	131.899231	8.653082	0.000691	69.9
485	-0.068204	132.899231	8.596856	0.001179	68.9
486	-0.066130	133.899231	8.541356	0.001054	70.0
487	-0.072215	133.099231	8.585698	0.001653	70.4
488	-0.063884	134.099231	8.530342	0.001743	72.2
489	-0.064525	135.099231	8.475695	0.001263	69.4
490	-0.069502	134.299237	8.519356	0.001595	69.9
491	-0.066599	135.299237	8.464850	0.001057	72.9
492	-0.066961	136.299237	8.411036	0.000595	71.5
493	-0.067324	137.299237	8.357902	0.000894	68.2
494	-0.069569	136.722612	8.388458	0.000685	72.9
495	-0.069525	135.922612	8.431223	0.001130	72.2
496	-0.065810	136.922612	8.377835	0.000494	69.6
497	-0.067844	137.922612	8.325118	0.001987	71.3
498	-0.068700	138.922612	8.273061	0.000520	71.0
499	-0.064556	139.922612	8.221651	0.000952	71.4
500	-0.069045	139.122612	8.262728	0.000996	71.7
501	-0.068472	138.322612	8.304217	0.001106	74.4
502	-0.067663	139.322600	8.252421	0.001496	71.0
503	-0.066476	138.522600	8.293806	0.000804	71.6
504	-0.070684	137.722600	8.335609	0.000707	69.9
505	-0.070200	138.722600	8.283421	0.001124	73.0
506	-0.069009	139.722600	8.231882	0.000675	69.7
507	-0.068025	140.722600	8.180981	0.001135	69.2
508	-0.073526	141.722600	8.130705	0.000936	69.6
509	-0.065999	142.722600	8.081044	0.000748	69.9
510	-0.065272	141.922683	8.120720	0.001557	72.5
511	-0.068844	141.123181	8.160767	0.000720	71.9
512	-0.067933	140.323181	8.201236	0.001148	72.1
513	-0.071161	141.323181	8.150712	0.001337	69.6
514	-0.068022	140.523181	8.191081	0.001222	70.7
